Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,,
2025-11-03 14:30:00+00:00,685.2100219726562,685.2100219726562,685.7999877929688,685.1199951171875,685.6699829101562,2405789
2025-11-03 14:31:00+00:00,685.1099853515625,685.1099853515625,685.3599853515625,685.0250244140625,685.219970703125,481672
2025-11-03 14:32:00+00:00,684.9896850585938,684.9896850585938,685.3200073242188,684.969970703125,685.1099853515625,274443
2025-11-03 14:33:00+00:00,684.8200073242188,684.8200073242188,685.1500244140625,684.77001953125,684.97998046875,270229
2025-11-03 14:34:00+00:00,684.7000122070312,684.7000122070312,684.9000244140625,684.5800170898438,684.8200073242188,207500
2025-11-03 14:35:00+00:00,684.3400268554688,684.3400268554688,684.7000122070312,684.3200073242188,684.6900024414062,311688
2025-11-03 14:36:00+00:00,684.4099731445312,684.4099731445312,684.530029296875,684.25,684.3200073242188,283420
2025-11-03 14:37:00+00:00,683.9600219726562,683.9600219726562,684.5150146484375,683.9401245117188,684.4000244140625,279529
2025-11-03 14:38:00+00:00,683.9099731445312,683.9099731445312,684.139892578125,683.8599853515625,683.9500122070312,286548
2025-11-03 14:39:00+00:00,683.6900024414062,683.6900024414062,684.0050048828125,683.6699829101562,683.9199829101562,282722
2025-11-03 14:40:00+00:00,683.4500122070312,683.4500122070312,683.7000122070312,683.25,683.7000122070312,438760
2025-11-03 14:41:00+00:00,683.4000244140625,683.4000244140625,683.5700073242188,683.309814453125,683.4400024414062,213173
2025-11-03 14:42:00+00:00,683.1199951171875,683.1199951171875,683.4099731445312,683.0,683.4099731445312,253464
2025-11-03 14:43:00+00:00,683.260009765625,683.260009765625,683.3499755859375,683.1099853515625,683.114990234375,336242
2025-11-03 14:44:00+00:00,683.1699829101562,683.1699829101562,683.27001953125,683.1099853515625,683.25,147428
2025-11-03 14:45:00+00:00,683.280029296875,683.280029296875,683.369873046875,682.9500122070312,683.1599731445312,265577
2025-11-03 14:46:00+00:00,683.1500244140625,683.1500244140625,683.280029296875,683.0399780273438,683.27001953125,162558
2025-11-03 14:47:00+00:00,683.4299926757812,683.4299926757812,683.544677734375,683.0900268554688,683.1900024414062,576237
2025-11-03 14:48:00+00:00,683.2000122070312,683.2000122070312,683.5,683.1400146484375,683.4290161132812,132299
2025-11-03 14:49:00+00:00,683.1400146484375,683.1400146484375,683.2899780273438,683.1300048828125,683.1900024414062,135032
2025-11-03 14:50:00+00:00,682.7650146484375,682.7650146484375,683.2052001953125,682.7000122070312,683.1500244140625,203235
2025-11-03 14:51:00+00:00,682.8400268554688,682.8400268554688,682.8800048828125,682.5499877929688,682.760009765625,209950
2025-11-03 14:52:00+00:00,682.6099853515625,682.6099853515625,682.9000244140625,682.5399780273438,682.8400268554688,144231
2025-11-03 14:53:00+00:00,682.5900268554688,682.5900268554688,682.9099731445312,682.5900268554688,682.614990234375,166752
2025-11-03 14:54:00+00:00,682.5050048828125,682.5050048828125,682.8099975585938,682.364990234375,682.5800170898438,179876
2025-11-03 14:55:00+00:00,682.3599853515625,682.3599853515625,682.52001953125,682.1749877929688,682.4949951171875,188759
2025-11-03 14:56:00+00:00,682.6900024414062,682.6900024414062,682.7000122070312,682.3499145507812,682.3699951171875,237140
2025-11-03 14:57:00+00:00,682.4299926757812,682.4299926757812,682.6799926757812,682.3200073242188,682.6799926757812,138271
2025-11-03 14:58:00+00:00,682.469970703125,682.469970703125,682.5250244140625,682.2999877929688,682.4199829101562,154734
2025-11-03 14:59:00+00:00,682.530029296875,682.530029296875,682.6400146484375,682.3300170898438,682.469970703125,193611
2025-11-03 15:00:00+00:00,682.0999755859375,682.0999755859375,682.7000122070312,681.9299926757812,682.5499877929688,279273
2025-11-03 15:01:00+00:00,682.1099853515625,682.1099853515625,682.1799926757812,681.8800048828125,682.0999755859375,143409
2025-11-03 15:02:00+00:00,682.3599853515625,682.3599853515625,682.489990234375,682.0750122070312,682.1099853515625,126754
2025-11-03 15:03:00+00:00,682.47998046875,682.47998046875,682.5399780273438,682.260009765625,682.3200073242188,128650
2025-11-03 15:04:00+00:00,682.1099853515625,682.1099853515625,682.5789794921875,682.1099853515625,682.489990234375,138952
2025-11-03 15:05:00+00:00,681.7000122070312,681.7000122070312,682.260009765625,681.6699829101562,682.10498046875,183458
2025-11-03 15:06:00+00:00,681.7999877929688,681.7999877929688,681.989990234375,681.6500244140625,681.7000122070312,158466
2025-11-03 15:07:00+00:00,681.8507080078125,681.8507080078125,681.9099731445312,681.6400146484375,681.7999877929688,128548
2025-11-03 15:08:00+00:00,682.5499877929688,682.5499877929688,682.5999755859375,681.6699829101562,681.8300170898438,230346
2025-11-03 15:09:00+00:00,682.5499877929688,682.5499877929688,682.6500244140625,682.4400024414062,682.5599975585938,266958
2025-11-03 15:10:00+00:00,682.6300048828125,682.6300048828125,682.739990234375,682.5123291015625,682.5599975585938,207760
2025-11-03 15:11:00+00:00,682.5001220703125,682.5001220703125,682.621826171875,682.4500122070312,682.6199951171875,124729
