Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,,
2025-11-03 14:30:00+00:00,454.94000244140625,454.94000244140625,456.5199890136719,453.8955078125,455.989990234375,1752769
2025-11-03 14:31:00+00:00,455.2701110839844,455.2701110839844,456.19989013671875,454.5,455.010009765625,239147
2025-11-03 14:32:00+00:00,454.9800109863281,454.9800109863281,457.3299865722656,454.8500061035156,455.4200134277344,310165
2025-11-03 14:33:00+00:00,455.8500061035156,455.8500061035156,455.8500061035156,454.9397888183594,454.9513854980469,190359
2025-11-03 14:34:00+00:00,456.2040100097656,456.2040100097656,456.30999755859375,455.44000244140625,455.8800048828125,179025
2025-11-03 14:35:00+00:00,458.0801086425781,458.0801086425781,458.3550109863281,455.8039855957031,456.1076965332031,383298
2025-11-03 14:36:00+00:00,460.32501220703125,460.32501220703125,460.4200134277344,458.1000061035156,458.1600036621094,639472
2025-11-03 14:37:00+00:00,460.0098876953125,460.0098876953125,461.1000061035156,459.70001220703125,460.3399963378906,477453
2025-11-03 14:38:00+00:00,462.2044982910156,462.2044982910156,462.3599853515625,459.5,459.9599914550781,501885
2025-11-03 14:39:00+00:00,463.29998779296875,463.29998779296875,464.3099060058594,461.7900085449219,462.2134094238281,576944
2025-11-03 14:40:00+00:00,463.9060974121094,463.9060974121094,463.9898986816406,462.7099914550781,463.3335876464844,436493
2025-11-03 14:41:00+00:00,463.44781494140625,463.44781494140625,464.510009765625,463.2099914550781,463.9171142578125,440729
2025-11-03 14:42:00+00:00,462.1606140136719,462.1606140136719,463.510009765625,461.7200012207031,463.4150085449219,375889
2025-11-03 14:43:00+00:00,461.8674011230469,461.8674011230469,462.4200134277344,461.3900146484375,462.1600036621094,251717
2025-11-03 14:44:00+00:00,463.7149963378906,463.7149963378906,463.79998779296875,461.2799987792969,461.7300109863281,356050
2025-11-03 14:45:00+00:00,464.69000244140625,464.69000244140625,465.1885070800781,463.6199951171875,463.6600036621094,572168
2025-11-03 14:46:00+00:00,465.6099853515625,465.6099853515625,465.6199951171875,464.30999755859375,464.60980224609375,356746
2025-11-03 14:47:00+00:00,467.07000732421875,467.07000732421875,467.7900085449219,465.5293884277344,465.6050109863281,626504
2025-11-03 14:48:00+00:00,467.8799133300781,467.8799133300781,467.94000244140625,466.2001037597656,467.114990234375,459755
2025-11-03 14:49:00+00:00,468.0517883300781,468.0517883300781,468.8699951171875,467.67999267578125,467.8399963378906,532087
2025-11-03 14:50:00+00:00,468.2250061035156,468.2250061035156,468.45001220703125,467.2799987792969,468.0650939941406,413947
2025-11-03 14:51:00+00:00,469.33819580078125,469.33819580078125,469.44000244140625,467.7799987792969,468.2300109863281,488363
2025-11-03 14:52:00+00:00,470.88720703125,470.88720703125,470.94000244140625,469.28399658203125,469.4100036621094,813027
